Row ID,Order ID,Order Date,Ship Date,Ship Mode,Order Priority,Customer ID,Customer Name,Customer Tenure Group,Customer Age Group,Segment,Country,City,State,Postal Code,Region,Sales Channel,Payment Method,Returned,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Delivery Days,Order Year,Order Month,Month Name,Year-Month,Quarter,Profit Margin %,Revenue Per Unit,Order Value Segment,Profit Status,Sales Capped,Profit Capped
71,CA-2024-100070,2024-05-07,2024-05-11,Same Day,Medium,CUST-9112,Ayesha Malik,1-2 Years,26-35,Corporate,United States,Nashville,Tennessee,37201.0,South,Corporate Portal,Cash on Delivery,No,OFF-AR-2004,Office Supplies,Art,Marker Set,8.45,3,0.3,1.55,4,2024,5,May,2024-05,2024Q2,18.34319526627219,2.8166666666666664,Very Low,Profitable,8.45,1.55
72,CA-2025-100071,2025-11-30,2025-12-03,First Class,Medium,CUST-6287,Noor Iqbal,3-5 Years,46-60,Home Office,United States,Richmond,Virginia,23219.0,South,Retail Store,Credit Card,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,246.91,5,0.0,35.48,3,2025,11,Nov,2025-11,2025Q4,14.369608359321209,49.382,Low,Profitable,246.91,35.48
73,CA-2023-100072,2023-01-15,2023-01-22,Same Day,Medium,CUST-3240,Ayesha Siddiqui,3-5 Years,18-25,Consumer,United States,San Francisco,California,94102.0,West,Retail Store,Credit Card,Yes,TEC-MA-3004,Technology,Machines,Document Scanner,303.11,1,0.2,37.45,7,2023,1,Jan,2023-01,2023Q1,12.355250569100328,303.11,Medium,Profitable,303.11,37.45
74,CA-2023-100073,2023-03-06,2023-03-10,First Class,Medium,CUST-2476,Ammar Chaudhry,3-5 Years,46-60,Home Office,United States,Phoenix,Arizona,85001.0,West,Online,Bank Transfer,No,OFF-BI-2002,Office Supplies,Binders,Heavy Duty Binder,27.6,1,0.15,-0.57,4,2023,3,Mar,2023-03,2023Q1,-2.0652173913043477,27.6,Very Low,Loss-Making,27.6,-0.57
75,CA-2024-100074,2024-06-04,2024-06-08,Standard Class,Medium,CUST-7426,Abdullah Siddiqui,3-5 Years,26-35,Consumer,United States,Portland,Oregon,97201.0,West,Corporate Portal,PayPal,No,OFF-BI-2002,Office Supplies,Binders,Heavy Duty Binder,91.96,6,0.2,18.47,4,2024,6,Jun,2024-06,2024Q2,20.084819486733362,15.326666666666666,Very Low,Profitable,91.96,18.47
76,CA-2024-100075,2024-10-09,2024-10-10,Second Class,Low,CUST-1389,Noor Iqbal,1-2 Years,46-60,Home Office,United States,San Francisco,California,94102.0,West,Online,Credit Card,No,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,92.0,2,0.1,3.43,1,2024,10,Oct,2024-10,2024Q4,3.7282608695652177,46.0,Very Low,Profitable,92.0,3.43
77,CA-2024-100076,2024-08-15,2024-08-18,Same Day,Medium,CUST-1999,Hamza Attari,1-2 Years,36-45,Corporate,United States,Seattle,Washington,98101.0,West,Online,Cash on Delivery,No,FUR-FU-1004,Furniture,Furnishings,Desk Lamp,291.98,4,0.3,-15.04,3,2024,8,Aug,2024-08,2024Q3,-5.151037742311117,72.995,Low,Loss-Making,291.98,-15.04
78,CA-2024-100077,2024-01-27,2024-01-30,First Class,Medium,CUST-2855,Abdullah Ahmed,New,26-35,Home Office,United States,Seattle,Washington,98101.0,West,Online,Bank Transfer,No,FUR-FU-1004,Furniture,Furnishings,Desk Lamp,61.24,3,0.15,1.13,3,2024,1,Jan,2024-01,2024Q1,1.8451992161985626,20.413333333333334,Very Low,Profitable,61.24,1.13
79,CA-2024-100078,2024-02-23,2024-02-26,Second Class,Medium,CUST-9125,Zain Siddiqui,3-5 Years,46-60,Home Office,United States,Nashville,Tennessee,37201.0,South,Online,Cash on Delivery,No,TEC-PH-3001,Technology,Phones,Smart Office Phone,1006.16,7,0.0,121.39,3,2024,2,Feb,2024-02,2024Q1,12.064681561580663,143.73714285714286,High,Profitable,1006.16,121.39
80,CA-2023-100079,2023-10-16,2023-10-20,Second Class,Medium,CUST-9850,Danish Siddiqui,New,26-35,Consumer,United States,New York City,New York,10001.0,East,Corporate Portal,Credit Card,No,OFF-LA-2005,Office Supplies,Labels,Address Labels,70.16,9,0.15,5.19,4,2023,10,Oct,2023-10,2023Q4,7.397377423033068,7.795555555555556,Very Low,Profitable,70.16,5.19
81,CA-2024-100080,2024-01-14,2024-01-18,First Class,Medium,CUST-3763,Noor Azeem,New,60+,Home Office,United States,Minneapolis,Minnesota,55401.0,Central,Online,Bank Transfer,Yes,OFF-AR-2004,Office Supplies,Art,Marker Set,73.08,8,0.0,-8.42,4,2024,1,Jan,2024-01,2024Q1,-11.521620142309798,9.135,Very Low,Loss-Making,73.08,-8.42
82,CA-2023-100081,2023-08-19,2023-08-24,Second Class,Medium,CUST-4663,Iqra Khan,5+ Years,46-60,Consumer,United States,Houston,Texas,77001.0,Central,Online,PayPal,No,TEC-PH-3001,Technology,Phones,Smart Office Phone,345.44,2,0.0,31.51,5,2023,8,Aug,2023-08,2023Q3,9.12169986104678,172.72,Medium,Profitable,345.44,31.51
83,CA-2025-100082,2025-10-14,2025-10-20,First Class,Medium,CUST-5986,Mariam Nawaz,1-2 Years,60+,Consumer,United States,San Francisco,California,94102.0,West,Corporate Portal,PayPal,No,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,40.0,2,0.05,4.24,6,2025,10,Oct,2025-10,2025Q4,10.600000000000001,20.0,Very Low,Profitable,40.0,4.24
84,CA-2023-100083,2023-02-10,2023-02-16,Standard Class,Medium,CUST-2481,Rehan Azeem,New,18-25,Consumer,United States,Phoenix,Arizona,85001.0,West,Retail Store,Credit Card,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,421.47,3,0.25,43.07,6,2023,2,Feb,2023-02,2023Q1,10.218995420789142,140.49,Medium,Profitable,421.47,43.07
85,CA-2025-100084,2025-11-17,2025-11-22,Same Day,High,CUST-8256,Noor Azeem,New,26-35,Home Office,United States,Seattle,Washington,98101.0,West,Retail Store,Cash on Delivery,No,OFF-AR-2004,Office Supplies,Art,Marker Set,10.69,1,0.1,0.72,5,2025,11,Nov,2025-11,2025Q4,6.735266604303088,10.69,Very Low,Profitable,10.69,0.72
86,CA-2023-100085,2023-05-15,2023-05-24,Same Day,High,CUST-4731,Ahmed Butt,1-2 Years,36-45,Home Office,United States,Philadelphia,Pennsylvania,19104.0,East,Online,PayPal,No,OFF-LA-2005,Office Supplies,Labels,Address Labels,8.49,1,0.15,1.21,9,2023,5,May,2023-05,2023Q2,14.252061248527678,8.49,Very Low,Profitable,8.49,1.21
87,CA-2023-100086,2023-07-20,2023-07-21,Second Class,High,CUST-8262,Iqra Khan,1-2 Years,60+,Consumer,United States,Boston,Massachusetts,2108.0,East,Retail Store,Credit Card,No,OFF-LA-2005,Office Supplies,Labels,Address Labels,14.53,4,0.05,0.6,1,2023,7,Jul,2023-07,2023Q3,4.129387474191328,3.6325,Very Low,Profitable,14.53,0.6
88,CA-2025-100087,2025-02-18,2025-02-20,Same Day,High,CUST-1451,Omar Nawaz,New,18-25,Corporate,United States,Boston,Massachusetts,2108.0,East,Online,Credit Card,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,273.79,4,0.0,23.91,2,2025,2,Feb,2025-02,2025Q1,8.732970524854816,68.4475,Low,Profitable,273.79,23.91
89,CA-2025-100088,2025-07-18,2025-07-19,First Class,Medium,CUST-4093,Mariam Qureshi,New,18-25,Consumer,United States,Atlanta,Georgia,30301.0,South,Partner Reseller,Bank Transfer,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,5500.0,11,0.3,-53.3,1,2025,7,Jul,2025-07,2025Q3,-0.969090909090909,500.0,Premium,Loss-Making,5500.0,-53.3
90,CA-2025-100089,2025-11-22,2025-11-27,First Class,Low,CUST-1882,Fatima Malik,1-2 Years,26-35,Corporate,United States,St. Louis,Missouri,63101.0,Central,Retail Store,Bank Transfer,No,OFF-LA-2005,Office Supplies,Labels,Address Labels,16.9,2,0.15,3.51,5,2025,11,Nov,2025-11,2025Q4,20.76923076923077,8.45,Very Low,Profitable,16.9,3.51
91,CA-2025-100090,2025-12-07,2025-12-14,Same Day,Medium,CUST-5408,Abdullah Qureshi,1-2 Years,46-60,Home Office,United States,Phoenix,Arizona,85001.0,West,Retail Store,PayPal,No,OFF-PA-2001,Office Supplies,Paper,Premium Copy Paper,73.18,2,0.3,1.52,7,2025,12,Dec,2025-12,2025Q4,2.0770702377698824,36.59,Very Low,Profitable,73.18,1.52
92,CA-2024-100091,2024-05-17,2024-05-19,First Class,Medium,CUST-5068,Ayesha Khan,New,46-60,Corporate,United States,Newark,New Jersey,7102.0,East,Online,Credit Card,No,TEC-PH-3001,Technology,Phones,Smart Office Phone,236.88,1,0.0,60.67,2,2024,5,May,2024-05,2024Q2,25.61212428233705,236.88,Low,Profitable,236.88,60.67
93,CA-2024-100092,2024-02-11,2024-02-19,Same Day,Medium,CUST-4277,Abdullah Hassan,1-2 Years,26-35,Consumer,United States,Boston,Massachusetts,2108.0,East,Online,Bank Transfer,No,FUR-BO-1003,Furniture,Bookcases,Wooden Bookcase,914.43,8,0.0,182.53,8,2024,2,Feb,2024-02,2024Q1,19.96106864385464,114.30375,High,Profitable,914.43,182.53
94,CA-2025-100093,2025-03-15,2025-03-16,First Class,High,CUST-9566,Faraha Iqbal,1-2 Years,18-25,Home Office,United States,Seattle,Washington,98101.0,West,Online,Bank Transfer,No,TEC-PR-3005,Technology,Printers,Inkjet Printer,2266.67,6,0.25,186.04,1,2025,3,Mar,2025-03,2025Q1,8.207634988772075,377.77833333333336,Premium,Profitable,2266.67,186.04
95,CA-2023-100094,2023-04-09,2023-04-17,Same Day,High,CUST-8951,Sara Attari,New,36-45,Corporate,United States,Charlotte,North Carolina,28201.0,South,Online,Credit Card,No,OFF-AR-2004,Office Supplies,Art,Marker Set,121.27,7,0.15,6.65,8,2023,4,Apr,2023-04,2023Q2,5.48363156592727,17.324285714285715,Low,Profitable,121.27,6.65
96,CA-2024-100095,2024-11-14,2024-11-17,Same Day,Medium,CUST-5690,Ahmed Ahmed,5+ Years,26-35,Consumer,United States,Houston,Texas,77001.0,Central,Online,Bank Transfer,No,TEC-MA-3004,Technology,Machines,Document Scanner,3234.76,8,0.0,736.77,3,2024,11,Nov,2024-11,2024Q4,22.77665112713153,404.345,Premium,Profitable,3234.76,736.77
97,CA-2024-100096,2024-12-26,2024-12-28,Second Class,Medium,CUST-5595,Mariam Qureshi,5+ Years,36-45,Consumer,United States,St. Louis,Missouri,63101.0,Central,Retail Store,Credit Card,No,TEC-MA-3004,Technology,Machines,Document Scanner,1636.21,4,0.0,395.97,2,2024,12,Dec,2024-12,2024Q4,24.200438818978004,409.0525,Premium,Profitable,1636.21,395.97
98,CA-2025-100097,2025-08-18,2025-08-22,Second Class,Medium,CUST-5559,Hassaan Chaudhry,New,26-35,Consumer,United States,Philadelphia,Pennsylvania,19104.0,East,Online,Credit Card,No,FUR-BO-1003,Furniture,Bookcases,Wooden Bookcase,1056.49,3,0.2,-122.47,4,2025,8,Aug,2025-08,2025Q3,-11.592158941400298,352.16333333333336,High,Loss-Making,1056.49,-122.47
99,CA-2024-100098,2024-09-04,2024-09-06,Second Class,High,CUST-8291,Ayesha Ahmed,New,36-45,Consumer,United States,Richmond,Virginia,23219.0,South,Retail Store,Bank Transfer,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,1207.09,2,0.1,74.43,2,2024,9,Sep,2024-09,2024Q3,6.16606881011358,603.545,High,Profitable,1207.09,74.43
100,CA-2024-100099,2024-10-04,2024-10-07,Standard Class,High,CUST-9160,Ali Chaudhry,1-2 Years,46-60,Corporate,United States,Seattle,Washington,98101.0,West,Online,Cash on Delivery,Yes,TEC-AC-3002,Technology,Accessories,Wireless Mouse,171.89,4,0.15,-9.12,3,2024,10,Oct,2024-10,2024Q4,-5.305718773634301,42.9725,Low,Loss-Making,171.89,-9.12
101,CA-2025-100100,2025-10-25,2025-10-28,Same Day,Critical,CUST-1112,Rehan Azeem,3-5 Years,36-45,Consumer,United States,Portland,Oregon,97201.0,West,Online,Credit Card,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,89.52,3,0.05,9.47,3,2025,10,Oct,2025-10,2025Q4,10.578641644325291,29.84,Very Low,Profitable,89.52,9.47
102,CA-2024-100101,2024-05-17,2024-05-23,Second Class,Low,CUST-6131,Noor Butt,5+ Years,26-35,Home Office,United States,Chicago,Illinois,60601.0,Central,Corporate Portal,Credit Card,Yes,FUR-FU-1004,Furniture,Furnishings,Desk Lamp,81.48,3,0.05,-10.32,6,2024,5,May,2024-05,2024Q2,-12.665684830633284,27.16,Very Low,Loss-Making,81.48,-10.32
103,CA-2025-100102,2025-02-05,2025-02-09,Standard Class,Medium,CUST-4197,Hamza Ahmed,1-2 Years,46-60,Consumer,United States,Charlotte,North Carolina,28201.0,South,Retail Store,Credit Card,No,OFF-BI-2002,Office Supplies,Binders,Heavy Duty Binder,81.58,9,0.4,-10.71,4,2025,2,Feb,2025-02,2025Q1,-13.12821770041677,9.064444444444444,Very Low,Loss-Making,81.58,-10.71
104,CA-2024-100103,2024-02-02,2024-02-05,Same Day,Medium,CUST-1139,Danish Rauf,3-5 Years,26-35,Home Office,United States,Houston,Texas,77001.0,Central,Online,Credit Card,Yes,OFF-LA-2005,Office Supplies,Labels,Address Labels,52.23,10,0.0,-8.92,3,2024,2,Feb,2024-02,2024Q1,-17.07830748611909,5.223,Very Low,Loss-Making,52.23,-8.92
105,CA-2025-100104,2025-05-20,2025-05-25,Standard Class,Low,CUST-2424,Fatima Malik,5+ Years,46-60,Corporate,United States,San Francisco,California,94102.0,West,Online,Credit Card,No,OFF-LA-2005,Office Supplies,Labels,Address Labels,40.45,6,0.1,3.78,5,2025,5,May,2025-05,2025Q2,9.34487021013597,6.741666666666667,Very Low,Profitable,40.45,3.78
106,CA-2025-100105,2025-03-05,2025-03-10,Second Class,High,CUST-3949,Noor Iqbal,1-2 Years,18-25,Home Office,United States,Minneapolis,Minnesota,55401.0,Central,Retail Store,PayPal,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,348.42,6,0.25,54.76,5,2025,3,Mar,2025-03,2025Q1,15.71666379656736,58.07,Medium,Profitable,348.42,54.76
107,CA-2024-100106,2024-01-28,2024-01-31,First Class,Critical,CUST-4168,Ayesha Ahmed,New,46-60,Consumer,United States,Minneapolis,Minnesota,55401.0,Central,Online,Credit Card,Yes,FUR-CH-1001,Furniture,Chairs,Ergonomic Office Chair,375.28,5,0.0,-47.95,3,2024,1,Jan,2024-01,2024Q1,-12.777126412278832,75.056,Medium,Loss-Making,375.28,-47.95
108,CA-2023-100107,2023-07-26,2023-07-29,Second Class,Medium,CUST-9708,Mariam Nawaz,1-2 Years,18-25,Consumer,United States,Richmond,Virginia,23219.0,South,Online,Cash on Delivery,No,TEC-PR-3005,Technology,Printers,Inkjet Printer,25.99,1,0.05,2.39,3,2023,7,Jul,2023-07,2023Q3,9.195844555598308,25.99,Very Low,Profitable,25.99,2.39
109,CA-2025-100108,2025-11-04,2025-11-06,First Class,Low,CUST-7043,Abdullah Hassan,New,18-25,Consumer,United States,Nashville,Tennessee,37201.0,South,Retail Store,Credit Card,No,FUR-FU-1004,Furniture,Furnishings,Desk Lamp,32.5,1,0.15,-1.54,2,2025,11,Nov,2025-11,2025Q4,-4.7384615384615385,32.5,Very Low,Loss-Making,32.5,-1.54
110,CA-2025-100109,2025-06-10,2025-06-12,First Class,Medium,CUST-7989,Omar Sheikh,New,26-35,Home Office,United States,Richmond,Virginia,23219.0,South,Online,PayPal,No,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,238.47,5,0.1,31.46,2,2025,6,Jun,2025-06,2025Q2,13.192435107141359,47.694,Low,Profitable,238.47,31.46
111,CA-2025-100110,2025-05-13,2025-05-18,First Class,High,CUST-8236,Faraha Butt,3-5 Years,60+,Corporate,United States,Boston,Massachusetts,2108.0,East,Online,PayPal,No,OFF-LA-2005,Office Supplies,Labels,Address Labels,67.3,6,0.1,14.9,5,2025,5,May,2025-05,2025Q2,22.139673105497774,11.216666666666667,Very Low,Profitable,67.3,14.9
112,CA-2025-100111,2025-01-12,2025-01-14,First Class,Medium,CUST-7261,Hina Khan,New,60+,Corporate,United States,Minneapolis,Minnesota,55401.0,Central,Corporate Portal,Bank Transfer,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,777.51,1,0.05,93.8,2,2025,1,Jan,2025-01,2025Q1,12.064153515710409,777.51,High,Profitable,777.51,93.8
113,CA-2024-100112,2024-07-17,2024-07-21,Same Day,Low,CUST-1887,Hassaan Rana,New,26-35,Corporate,United States,Boston,Massachusetts,2108.0,East,Corporate Portal,Credit Card,No,FUR-FU-1004,Furniture,Furnishings,Desk Lamp,366.33,9,0.1,52.04,4,2024,7,Jul,2024-07,2024Q3,14.205770753146071,40.70333333333333,Medium,Profitable,366.33,52.04
114,CA-2025-100113,2025-10-17,2025-10-22,First Class,Low,CUST-4104,Bilal Rana,5+ Years,26-35,Consumer,United States,Portland,Oregon,97201.0,West,Online,Bank Transfer,No,FUR-BO-1003,Furniture,Bookcases,Wooden Bookcase,340.18,1,0.15,-22.73,5,2025,10,Oct,2025-10,2025Q4,-6.68175671703216,340.18,Medium,Loss-Making,340.18,-22.73
115,CA-2023-100114,2023-04-06,2023-04-08,Second Class,Medium,CUST-1049,Iqra Hassan,1-2 Years,26-35,Home Office,United States,Columbus,Ohio,43215.0,East,Retail Store,Bank Transfer,No,TEC-PR-3005,Technology,Printers,Inkjet Printer,566.01,2,0.15,68.54,2,2023,4,Apr,2023-04,2023Q2,12.109326690341161,283.005,Medium,Profitable,566.01,68.54
116,CA-2024-100115,2024-04-29,2024-05-03,Same Day,Critical,CUST-4951,Faraha Attari,New,26-35,Corporate,United States,St. Louis,Missouri,63101.0,Central,Online,PayPal,Yes,OFF-AR-2004,Office Supplies,Art,Marker Set,96.23,5,0.0,3.03,4,2024,4,Apr,2024-04,2024Q2,3.1487062246700606,19.246000000000002,Very Low,Profitable,96.23,3.03
117,CA-2023-100116,2023-08-19,2023-08-21,Standard Class,Medium,CUST-4560,Abdullah Siddiqui,New,46-60,Consumer,United States,Portland,Oregon,97201.0,West,Corporate Portal,Bank Transfer,No,OFF-BI-2002,Office Supplies,Binders,Heavy Duty Binder,10.66,1,0.15,-0.48,2,2023,8,Aug,2023-08,2023Q3,-4.50281425891182,10.66,Very Low,Loss-Making,10.66,-0.48
118,CA-2025-100117,2025-01-18,2025-01-27,Same Day,Medium,CUST-1018,Ayesha Malik,New,26-35,Corporate,United States,Nashville,Tennessee,37201.0,South,Retail Store,Credit Card,No,OFF-AR-2004,Office Supplies,Art,Marker Set,5.0,1,0.3,-0.24,9,2025,1,Jan,2025-01,2025Q1,-4.8,5.0,Very Low,Loss-Making,5.1332,-0.24
119,CA-2024-100118,2024-06-24,2024-06-28,First Class,Low,CUST-5821,Fatima Rana,New,46-60,Consumer,United States,Chicago,Illinois,60601.0,Central,Online,PayPal,No,TEC-PR-3005,Technology,Printers,Inkjet Printer,440.43,2,0.1,98.38,4,2024,6,Jun,2024-06,2024Q2,22.337261312807936,220.215,Medium,Profitable,440.43,98.38
120,CA-2025-100119,2025-11-25,2025-12-01,First Class,Medium,CUST-7340,Danish Hassan,3-5 Years,36-45,Home Office,United States,Seattle,Washington,98101.0,West,Online,Cash on Delivery,No,OFF-AR-2004,Office Supplies,Art,Marker Set,41.57,6,0.2,2.77,6,2025,11,Nov,2025-11,2025Q4,6.663459225402935,6.928333333333334,Very Low,Profitable,41.57,2.77
121,CA-2024-100120,2024-06-08,2024-06-12,Same Day,High,CUST-9058,Abdullah Qureshi,New,36-45,Home Office,United States,Charlotte,North Carolina,28201.0,South,Online,Bank Transfer,No,OFF-PA-2001,Office Supplies,Paper,Premium Copy Paper,16.78,3,0.1,0.18,4,2024,6,Jun,2024-06,2024Q2,1.072705601907032,5.593333333333334,Very Low,Profitable,16.78,0.18
122,CA-2024-100121,2024-07-31,2024-08-01,First Class,Medium,CUST-3606,Omar Sheikh,1-2 Years,46-60,Home Office,United States,Richmond,Virginia,23219.0,South,Online,PayPal,No,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,371.96,5,0.25,-39.23,1,2024,7,Jul,2024-07,2024Q3,-10.546832992794924,74.392,Medium,Loss-Making,371.96,-39.23
123,CA-2024-100122,2024-11-12,2024-11-17,Same Day,Medium,CUST-8846,Ayesha Khan,New,26-35,Corporate,United States,Miami,Florida,33101.0,South,Retail Store,Bank Transfer,No,TEC-CO-3003,Technology,Copiers,Laser Copier,1814.08,4,0.3,310.18,5,2024,11,Nov,2024-11,2024Q4,17.098474157699773,453.52,Premium,Profitable,1814.08,310.18
124,CA-2024-100123,2024-07-10,2024-07-19,Standard Class,High,CUST-9643,Faraha Ahmed,5+ Years,26-35,Home Office,United States,Los Angeles,California,90001.0,West,Online,PayPal,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,1386.66,1,0.0,-116.85,9,2024,7,Jul,2024-07,2024Q3,-8.426723205400025,1386.66,High,Loss-Making,1386.66,-116.85
125,CA-2025-100124,2025-10-09,2025-10-14,Standard Class,Low,CUST-7432,Hassaan Chaudhry,3-5 Years,46-60,Consumer,United States,New York City,New York,10001.0,East,Online,PayPal,No,OFF-PA-2001,Office Supplies,Paper,Premium Copy Paper,209.28,11,0.1,29.0,5,2025,10,Oct,2025-10,2025Q4,13.857033639143731,19.025454545454547,Low,Profitable,209.28,29.0
126,CA-2024-100125,2024-10-07,2024-10-13,Second Class,Medium,CUST-4765,Hina Khan,5+ Years,26-35,Corporate,United States,Newark,New Jersey,7102.0,East,Online,PayPal,No,FUR-BO-1003,Furniture,Bookcases,Wooden Bookcase,53.0,1,0.05,0.87,6,2024,10,Oct,2024-10,2024Q4,1.641509433962264,53.0,Very Low,Profitable,53.0,0.87
127,CA-2025-100126,2025-03-06,2025-03-13,First Class,Medium,CUST-3438,Hina Khan,1-2 Years,18-25,Corporate,United States,Newark,New Jersey,7102.0,East,Online,Credit Card,No,OFF-BI-2002,Office Supplies,Binders,Heavy Duty Binder,507.7,10,0.05,97.87,7,2025,3,Mar,2025-03,2025Q1,19.277132164664174,50.769999999999996,Medium,Profitable,507.7,97.87
128,CA-2025-100127,2025-11-17,2025-11-19,First Class,Medium,CUST-7358,Faraha Attari,3-5 Years,46-60,Corporate,United States,Phoenix,Arizona,85001.0,West,Online,Bank Transfer,No,FUR-BO-1003,Furniture,Bookcases,Wooden Bookcase,1098.07,4,0.0,-3.7,2,2025,11,Nov,2025-11,2025Q4,-0.3369548389446939,274.5175,High,Loss-Making,1098.07,-3.7
129,CA-2023-100128,2023-07-09,2023-07-11,Second Class,Medium,CUST-9319,Zain Siddiqui,3-5 Years,36-45,Home Office,United States,Detroit,Michigan,48201.0,Central,Retail Store,Bank Transfer,No,OFF-BI-2002,Office Supplies,Binders,Heavy Duty Binder,49.84,10,0.2,12.72,2,2023,7,Jul,2023-07,2023Q3,25.52166934189406,4.984,Very Low,Profitable,49.84,12.72
130,CA-2024-100129,2024-09-24,2024-09-29,Second Class,High,CUST-6941,Sara Rana,3-5 Years,26-35,Home Office,United States,Minneapolis,Minnesota,55401.0,Central,Retail Store,Credit Card,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,12.65,1,0.0,2.81,5,2024,9,Sep,2024-09,2024Q3,22.213438735177863,12.65,Very Low,Profitable,12.65,2.81
131,CA-2024-100130,2024-09-19,2024-09-22,Standard Class,Medium,CUST-8644,Ammar Qureshi,New,36-45,Home Office,United States,Unknown,Florida,33101.0,South,Partner Reseller,Credit Card,No,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,100.46,4,0.1,13.4,3,2024,9,Sep,2024-09,2024Q3,13.338642245669918,25.115,Low,Profitable,100.46,13.4
132,CA-2025-100131,2025-08-30,2025-09-06,Second Class,Low,CUST-5855,Hassaan Hassan,New,26-35,Home Office,United States,Columbus,Ohio,43215.0,East,Partner Reseller,PayPal,No,TEC-CO-3003,Technology,Copiers,Laser Copier,1129.06,1,0.15,73.57,7,2025,8,Aug,2025-08,2025Q3,6.516039891591236,1129.06,High,Profitable,1129.06,73.57
133,CA-2024-100132,2024-12-10,2024-12-18,Second Class,Medium,CUST-7547,Danish Rauf,New,60+,Consumer,United States,Seattle,Washington,98101.0,West,Retail Store,Bank Transfer,No,FUR-CH-1001,Furniture,Chairs,Ergonomic Office Chair,25.06,1,0.0,1.74,8,2024,12,Dec,2024-12,2024Q4,6.943335993615324,25.06,Very Low,Profitable,25.06,1.74
134,CA-2024-100133,2024-10-10,2024-10-13,Same Day,Medium,CUST-8196,Hassaan Hassan,New,18-25,Home Office,United States,Los Angeles,California,90001.0,West,Retail Store,Credit Card,No,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,206.35,5,0.25,3.38,3,2024,10,Oct,2024-10,2024Q4,1.6379937000242306,41.269999999999996,Low,Profitable,206.35,3.38
