Row ID,Order ID,Order Date,Ship Date,Ship Mode,Order Priority,Customer ID,Customer Name,Customer Tenure Group,Customer Age Group,Segment,Country,City,State,Postal Code,Region,Sales Channel,Payment Method,Returned,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
98,CA-2025-100097,2025-08-18,2025-08-22,Second Class,Medium,CUST-5559,Hassaan Chaudhry,New,26-35,Consumer,United States,Philadelphia,Pennsylvania,19104.0,East,Online,Credit Card,No,FUR-BO-1003,Furniture,Bookcases,Wooden Bookcase,1056.49,3,0.2,-122.47
99,CA-2024-100098,2024-09-04,2024-09-06,Second Class,High,CUST-8291,Ayesha Ahmed,New,36-45,Consumer,United States,Richmond,Virginia,23219.0,South,Retail Store,Bank Transfer,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,1207.09,2,0.1,74.43
100,CA-2024-100099,2024-10-04,2024-10-07,Standard Class,High,CUST-9160,Ali Chaudhry,1-2 Years,46-60,Corporate,United States,Seattle,Washington,98101.0,West,Online,Cash on Delivery,Yes,TEC-AC-3002,Technology,Accessories,Wireless Mouse,171.89,4,0.15,-9.12
101,CA-2025-100100,2025-10-25,2025-10-28,Same Day,Critical,CUST-1112,Rehan Azeem,3-5 Years,36-45,Consumer,United States,Portland,Oregon,97201.0,West,Online,Credit Card,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,89.52,3,0.05,9.47
102,CA-2024-100101,2024-05-17,2024-05-23,Second Class,Low,CUST-6131,Noor Butt,5+ Years,26-35,Home Office,United States,Chicago,Illinois,60601.0,Central,Corporate Portal,Credit Card,Yes,FUR-FU-1004,Furniture,Furnishings,Desk Lamp,81.48,3,0.05,-10.32
103,CA-2025-100102,2025-02-05,2025-02-09,Standard Class,Medium,CUST-4197,Hamza Ahmed,1-2 Years,46-60,Consumer,United States,Charlotte,North Carolina,28201.0,South,Retail Store,Credit Card,No,OFF-BI-2002,Office Supplies,Binders,Heavy Duty Binder,81.58,9,0.4,-10.71
104,CA-2024-100103,2024-02-02,2024-02-05,Same Day,Medium,CUST-1139,Danish Rauf,3-5 Years,26-35,Home Office,United States,Houston,Texas,77001.0,Central,Online,Credit Card,Yes,OFF-LA-2005,Office Supplies,Labels,Address Labels,52.23,10,0.0,-8.92
105,CA-2025-100104,2025-05-20,2025-05-25,Standard Class,Low,CUST-2424,Fatima Malik,5+ Years,46-60,Corporate,United States,San Francisco,California,94102.0,West,Online,Credit Card,No,OFF-LA-2005,Office Supplies,Labels,Address Labels,40.45,6,0.1,3.78
106,CA-2025-100105,2025-03-05,2025-03-10,Second Class,High,CUST-3949,Noor Iqbal,1-2 Years,18-25,Home Office,United States,Minneapolis,Minnesota,55401.0,Central,Retail Store,PayPal,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,348.42,6,0.25,54.76
107,CA-2024-100106,2024-01-28,2024-01-31,First Class,Critical,CUST-4168,Ayesha Ahmed,New,46-60,Consumer,United States,Minneapolis,Minnesota,55401.0,Central,Online,Credit Card,Yes,FUR-CH-1001,Furniture,Chairs,Ergonomic Office Chair,375.28,5,0.0,-47.95
108,CA-2023-100107,2023-07-26,2023-07-29,Second Class,Medium,CUST-9708,Mariam Nawaz,1-2 Years,18-25,Consumer,United States,Richmond,Virginia,23219.0,South,Online,Cash on Delivery,No,TEC-PR-3005,Technology,Printers,Inkjet Printer,25.99,1,0.05,2.39
109,CA-2025-100108,2025-11-04,2025-11-06,First Class,Low,CUST-7043,Abdullah Hassan,New,18-25,Consumer,United States,Nashville,Tennessee,37201.0,South,Retail Store,Credit Card,No,FUR-FU-1004,Furniture,Furnishings,Desk Lamp,32.5,1,0.15,-1.54
110,CA-2025-100109,2025-06-10,2025-06-12,First Class,Medium,CUST-7989,Omar Sheikh,New,26-35,Home Office,United States,Richmond,Virginia,23219.0,South,Online,PayPal,No,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,238.47,5,0.1,31.46
111,CA-2025-100110,2025-05-13,2025-05-18,First Class,High,CUST-8236,Faraha Butt,3-5 Years,60+,Corporate,United States,Boston,Massachusetts,2108.0,East,Online,PayPal,No,OFF-LA-2005,Office Supplies,Labels,Address Labels,67.3,6,0.1,14.9
112,CA-2025-100111,2025-01-12,2025-01-14,First Class,Medium,CUST-7261,Hina Khan,New,60+,Corporate,United States,Minneapolis,Minnesota,55401.0,Central,Corporate Portal,Bank Transfer,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,777.51,1,0.05,93.8
113,CA-2024-100112,2024-07-17,2024-07-21,Same Day,Low,CUST-1887,Hassaan Rana,New,26-35,Corporate,United States,Boston,Massachusetts,2108.0,East,Corporate Portal,Credit Card,No,FUR-FU-1004,Furniture,Furnishings,Desk Lamp,366.33,9,0.1,52.04
114,CA-2025-100113,2025-10-17,2025-10-22,First Class,Low,CUST-4104,Bilal Rana,5+ Years,26-35,Consumer,United States,Portland,Oregon,97201.0,West,Online,Bank Transfer,No,FUR-BO-1003,Furniture,Bookcases,Wooden Bookcase,340.18,1,0.15,-22.73
115,CA-2023-100114,2023-04-06,2023-04-08,Second Class,Medium,CUST-1049,Iqra Hassan,1-2 Years,26-35,Home Office,United States,Columbus,Ohio,43215.0,East,Retail Store,Bank Transfer,No,TEC-PR-3005,Technology,Printers,Inkjet Printer,566.01,2,0.15,68.54
116,CA-2024-100115,2024-04-29,2024-05-03,Same Day,Critical,CUST-4951,Faraha Attari,New,26-35,Corporate,United States,St. Louis,Missouri,63101.0,Central,Online,PayPal,Yes,OFF-AR-2004,Office Supplies,Art,Marker Set,96.23,5,0.0,3.03
117,CA-2023-100116,2023-08-19,2023-08-21,Standard Class,Medium,CUST-4560,Abdullah Siddiqui,New,46-60,Consumer,United States,Portland,Oregon,97201.0,West,Corporate Portal,Bank Transfer,No,OFF-BI-2002,Office Supplies,Binders,Heavy Duty Binder,10.66,1,0.15,-0.48
118,CA-2025-100117,2025-01-18,2025-01-27,Same Day,Medium,CUST-1018,Ayesha Malik,New,26-35,Corporate,United States,Nashville,Tennessee,37201.0,South,Retail Store,Credit Card,No,OFF-AR-2004,Office Supplies,Art,Marker Set,5.0,1,0.3,-0.24
119,CA-2024-100118,2024-06-24,2024-06-28,First Class,Low,CUST-5821,Fatima Rana,New,46-60,Consumer,United States,Chicago,Illinois,60601.0,Central,Online,PayPal,No,TEC-PR-3005,Technology,Printers,Inkjet Printer,440.43,2,0.1,98.38
120,CA-2025-100119,2025-11-25,2025-12-01,First Class,Medium,CUST-7340,Danish Hassan,3-5 Years,36-45,Home Office,United States,Seattle,Washington,98101.0,West,Online,Cash on Delivery,No,OFF-AR-2004,Office Supplies,Art,Marker Set,41.57,6,0.2,2.77
121,CA-2024-100120,2024-06-08,2024-06-12,Same Day,High,CUST-9058,Abdullah Qureshi,New,36-45,Home Office,United States,Charlotte,North Carolina,28201.0,South,Online,Bank Transfer,No,OFF-PA-2001,Office Supplies,Paper,Premium Copy Paper,16.78,3,0.1,0.18
122,CA-2024-100121,2024-07-31,2024-08-01,First Class,Medium,CUST-3606,Omar Sheikh,1-2 Years,46-60,Home Office,United States,Richmond,Virginia,23219.0,South,Online,PayPal,No,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,371.96,5,0.25,-39.23
123,CA-2024-100122,2024-11-12,2024-11-17,Same Day,Medium,CUST-8846,Ayesha Khan,New,26-35,Corporate,United States,Miami,Florida,33101.0,South,Retail Store,Bank Transfer,No,TEC-CO-3003,Technology,Copiers,Laser Copier,1814.08,4,0.3,310.18
124,CA-2024-100123,2024-07-10,2024-07-19,Standard Class,High,CUST-9643,Faraha Ahmed,5+ Years,26-35,Home Office,United States,Los Angeles,California,90001.0,West,Online,PayPal,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,1386.66,1,0.0,-116.85
125,CA-2025-100124,2025-10-09,2025-10-14,Standard Class,Low,CUST-7432,Hassaan Chaudhry,3-5 Years,46-60,Consumer,United States,New York City,New York,10001.0,East,Online,PayPal,No,OFF-PA-2001,Office Supplies,Paper,Premium Copy Paper,209.28,11,0.1,29.0
126,CA-2024-100125,2024-10-07,2024-10-13,Second Class,Medium,CUST-4765,Hina Khan,5+ Years,26-35,Corporate,United States,Newark,New Jersey,7102.0,East,Online,PayPal,No,FUR-BO-1003,Furniture,Bookcases,Wooden Bookcase,53.0,1,0.05,0.87
127,CA-2025-100126,2025-03-06,2025-03-13,First Class,Medium,CUST-3438,Hina Khan,1-2 Years,18-25,Corporate,United States,Newark,New Jersey,7102.0,East,Online,Credit Card,No,OFF-BI-2002,Office Supplies,Binders,Heavy Duty Binder,507.7,10,0.05,97.87
128,CA-2025-100127,2025-11-17,2025-11-19,First Class,Medium,CUST-7358,Faraha Attari,3-5 Years,46-60,Corporate,United States,Phoenix,Arizona,85001.0,West,Online,Bank Transfer,No,FUR-BO-1003,Furniture,Bookcases,Wooden Bookcase,1098.07,4,0.0,-3.7
129,CA-2023-100128,2023-07-09,2023-07-11,Second Class,Medium,CUST-9319,Zain Siddiqui,3-5 Years,36-45,Home Office,United States,Detroit,Michigan,48201.0,Central,Retail Store,Bank Transfer,No,OFF-BI-2002,Office Supplies,Binders,Heavy Duty Binder,49.84,10,0.2,12.72
130,CA-2024-100129,2024-09-24,2024-09-29,Second Class,High,CUST-6941,Sara Rana,3-5 Years,26-35,Home Office,United States,Minneapolis,Minnesota,55401.0,Central,Retail Store,Credit Card,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,12.65,1,0.0,2.81
131,CA-2024-100130,2024-09-19,2024-09-22,Standard Class,Medium,CUST-8644,Ammar Qureshi,New,36-45,Home Office,United States,,Florida,33101.0,South,Partner Reseller,Credit Card,No,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,100.46,4,0.1,13.4
132,CA-2025-100131,2025-08-30,2025-09-06,Second Class,Low,CUST-5855,Hassaan Hassan,New,26-35,Home Office,United States,Columbus,Ohio,43215.0,East,Partner Reseller,PayPal,No,TEC-CO-3003,Technology,Copiers,Laser Copier,1129.06,1,0.15,73.57
133,CA-2024-100132,2024-12-10,2024-12-18,Second Class,Medium,CUST-7547,Danish Rauf,New,60+,Consumer,United States,Seattle,Washington,98101.0,West,Retail Store,Bank Transfer,No,FUR-CH-1001,Furniture,Chairs,Ergonomic Office Chair,25.06,1,0.0,1.74
134,CA-2024-100133,2024-10-10,2024-10-13,Same Day,Medium,CUST-8196,Hassaan Hassan,New,18-25,Home Office,United States,Los Angeles,California,90001.0,West,Retail Store,Credit Card,No,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,206.35,5,0.25,3.38
135,CA-2023-100134,2023-11-14,2023-11-16,Standard Class,Medium,CUST-6911,Fatima Malik,3-5 Years,36-45,Corporate,United States,Nashville,Tennessee,37201.0,South,Partner Reseller,PayPal,No,FUR-CH-1001,Furniture,Chairs,Ergonomic Office Chair,70.52,2,0.25,8.37
136,CA-2024-100135,2024-11-14,2024-11-20,Second Class,Medium,CUST-7481,Mariam Nawaz,1-2 Years,46-60,Consumer,United States,Charlotte,North Carolina,28201.0,South,Online,PayPal,Yes,TEC-CO-3003,Technology,Copiers,Laser Copier,5500.0,4,0.1,0.25
137,CA-2024-100136,2024-10-25,2024-10-28,Second Class,Low,CUST-3761,Iqra Khan,1-2 Years,26-35,Consumer,United States,Portland,Oregon,97201.0,West,Online,Bank Transfer,No,OFF-LA-2005,Office Supplies,Labels,Address Labels,7.42,1,0.05,1.13
138,CA-2024-100137,2024-03-17,2024-03-23,Second Class,Medium,CUST-5456,Sara Rauf,New,46-60,Home Office,United States,St. Louis,Missouri,63101.0,Central,Online,Credit Card,No,OFF-PA-2001,Office Supplies,Paper,Premium Copy Paper,58.48,2,0.0,10.09
139,CA-2024-100138,2024-07-17,2024-07-20,Same Day,Medium,CUST-7361,Iqra Hassan,New,60+,Home Office,United States,Philadelphia,Pennsylvania,19104.0,East,Retail Store,Cash on Delivery,No,OFF-LA-2005,Office Supplies,Labels,Address Labels,19.46,6,0.2,1.87
140,CA-2025-100139,2025-08-09,2025-08-14,Second Class,Medium,CUST-6693,Faraha Iqbal,New,36-45,Home Office,United States,Chicago,Illinois,60601.0,Central,Corporate Portal,PayPal,No,OFF-AR-2004,Office Supplies,Art,Marker Set,23.49,3,0.0,0.44
141,CA-2024-100140,2024-11-29,2024-11-30,First Class,Medium,CUST-6788,Mariam Qureshi,1-2 Years,26-35,Consumer,United States,New York City,New York,10001.0,East,Online,Credit Card,No,FUR-FU-1004,Furniture,Furnishings,Desk Lamp,300.97,5,0.15,54.46
142,CA-2023-100141,2023-04-23,2023-04-28,First Class,Medium,CUST-1201,Mariam Nawaz,3-5 Years,36-45,Consumer,United States,San Francisco,California,94102.0,West,Retail Store,Credit Card,No,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,129.84,5,0.25,-5.87
143,CA-2023-100142,2023-01-02,2023-01-06,Same Day,Medium,CUST-7160,Ammar Qureshi,New,46-60,Corporate,United States,Charlotte,North Carolina,28201.0,South,Online,Bank Transfer,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,5500.0,7,0.0,423.1
144,CA-2024-100143,2024-10-03,2024-10-07,Standard Class,Critical,CUST-1517,Danish Rauf,3-5 Years,26-35,Home Office,United States,New York City,New York,10001.0,East,Online,Bank Transfer,No,FUR-BO-1003,Furniture,Bookcases,Wooden Bookcase,147.04,2,0.25,14.34
145,CA-2023-100144,2023-08-08,2023-08-10,Standard Class,Medium,CUST-8737,Sara Rana,1-2 Years,36-45,Home Office,United States,St. Louis,Missouri,63101.0,Central,Online,Credit Card,No,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,246.01,5,0.0,70.06
146,CA-2025-100145,2025-05-04,2025-05-10,Same Day,Medium,CUST-2988,Omar Sheikh,5+ Years,26-35,Home Office,United States,Phoenix,Arizona,85001.0,West,Online,Bank Transfer,No,FUR-CH-1001,Furniture,Chairs,Ergonomic Office Chair,2160.66,10,0.3,39.92
147,CA-2024-100146,2024-01-20,2024-01-27,Same Day,Medium,CUST-4802,Faraha Iqbal,New,18-25,Home Office,United States,Chicago,Illinois,60601.0,Central,Online,Credit Card,No,FUR-CH-1001,Furniture,Chairs,Ergonomic Office Chair,1636.41,6,0.0,64.84
148,CA-2025-100147,2025-12-12,2025-12-14,Same Day,Critical,CUST-6808,Faraha Khan,1-2 Years,18-25,Corporate,United States,Boston,Massachusetts,2108.0,East,Corporate Portal,PayPal,No,OFF-BI-2002,Office Supplies,Binders,Heavy Duty Binder,33.8,3,0.15,2.61
149,CA-2024-100148,2024-12-30,2024-12-31,Second Class,Critical,CUST-8162,Iqra Hassan,New,60+,Home Office,United States,Nashville,Tennessee,37201.0,South,Corporate Portal,Credit Card,No,FUR-FU-1004,Furniture,Furnishings,Desk Lamp,228.6,5,0.0,21.34
150,CA-2023-100149,2023-09-04,2023-09-05,First Class,Medium,CUST-7241,Hassaan Chaudhry,1-2 Years,36-45,Consumer,United States,Atlanta,Georgia,30301.0,South,Corporate Portal,Bank Transfer,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,1145.05,6,0.25,-10.09
151,CA-2025-100150,2025-04-15,2025-04-20,Second Class,Low,CUST-9399,Hina Khan,1-2 Years,18-25,Corporate,United States,Newark,New Jersey,7102.0,East,Retail Store,Cash on Delivery,Yes,FUR-BO-1003,Furniture,Bookcases,Wooden Bookcase,239.55,5,0.1,-57.59
152,CA-2023-100151,2023-07-22,2023-07-27,Same Day,High,CUST-6633,Ayesha Rauf,3-5 Years,46-60,Corporate,United States,St. Louis,Missouri,63101.0,Central,Corporate Portal,Credit Card,No,OFF-LA-2005,Office Supplies,Labels,Address Labels,5.0,1,0.0,1.15
153,CA-2023-100152,2023-05-03,2023-05-07,First Class,Medium,CUST-6755,Fatima Rana,New,36-45,Corporate,United States,Columbus,Ohio,43215.0,East,Retail Store,Credit Card,Yes,TEC-CO-3003,Technology,Copiers,Laser Copier,835.85,2,0.1,-17.74
154,CA-2024-100153,2024-02-05,2024-02-07,First Class,Medium,CUST-7309,Danish Rana,New,46-60,Corporate,United States,New York City,New York,10001.0,East,Retail Store,PayPal,No,OFF-PA-2001,Office Supplies,Paper,Premium Copy Paper,204.45,7,0.05,10.47
155,CA-2025-100154,2025-02-05,2025-02-08,Standard Class,High,CUST-5117,Hina Hassan,3-5 Years,18-25,Home Office,United States,Philadelphia,Pennsylvania,19104.0,East,Retail Store,Credit Card,No,TEC-CO-3003,Technology,Copiers,Laser Copier,289.79,2,0.15,25.25
156,CA-2023-100155,2023-10-21,2023-10-25,First Class,Medium,CUST-9345,Abdullah Ahmed,1-2 Years,46-60,Home Office,United States,Richmond,Virginia,23219.0,South,Online,PayPal,No,TEC-CO-3003,Technology,Copiers,Laser Copier,5500.0,6,0.25,586.23
157,CA-2023-100156,2023-10-07,2023-10-11,Standard Class,Low,CUST-2518,Iqra Butt,1-2 Years,36-45,Home Office,United States,Los Angeles,California,90001.0,West,Online,Credit Card,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,651.73,3,0.05,-34.69
158,CA-2025-100157,2025-06-02,2025-06-12,Same Day,High,CUST-7163,Ayesha Ahmed,3-5 Years,36-45,Consumer,United States,Miami,Florida,33101.0,South,Retail Store,Credit Card,No,OFF-LA-2005,Office Supplies,Labels,Address Labels,30.12,4,0.0,6.03
159,CA-2023-100158,2023-07-17,2023-07-19,First Class,Medium,CUST-3600,Noor Attari,1-2 Years,18-25,Consumer,United States,Portland,Oregon,97201.0,West,Online,Cash on Delivery,No,TEC-PR-3005,Technology,Printers,Inkjet Printer,275.03,1,0.0,57.42
160,CA-2025-100159,2025-09-08,2025-09-13,Same Day,Medium,CUST-3195,Hassaan Hassan,3-5 Years,26-35,Home Office,United States,Los Angeles,California,90001.0,West,Retail Store,Bank Transfer,No,TEC-CO-3003,Technology,Copiers,Laser Copier,2309.74,2,0.1,631.15
161,CA-2025-100160,2025-01-21,2025-01-24,First Class,Medium,CUST-4554,Ammar Qureshi,3-5 Years,26-35,Home Office,United States,Phoenix,Arizona,85001.0,West,Online,PayPal,No,TEC-CO-3003,Technology,Copiers,Laser Copier,4838.03,9,0.05,847.66
162,CA-2023-100161,2023-05-24,2023-05-27,Second Class,Medium,CUST-3849,Hamza Hassan,3-5 Years,60+,Home Office,United States,Minneapolis,Minnesota,55401.0,Central,Online,Credit Card,No,TEC-PH-3001,Technology,Phones,Smart Office Phone,2613.79,8,0.05,214.8
163,CA-2024-100162,2024-08-31,2024-09-05,Standard Class,Medium,CUST-2742,Hamza Malik,3-5 Years,26-35,Corporate,United States,New York City,New York,10001.0,East,Partner Reseller,Credit Card,No,FUR-FU-1004,Furniture,Furnishings,Desk Lamp,111.7,5,0.0,-1.77
164,CA-2023-100163,2023-07-06,2023-07-11,First Class,Medium,CUST-2306,Rehan Nawaz,New,36-45,Corporate,United States,Miami,Florida,33101.0,South,Online,PayPal,No,TEC-PR-3005,Technology,Printers,Inkjet Printer,857.2,3,0.1,100.07
165,CA-2024-100164,2024-04-08,2024-04-18,First Class,Medium,CUST-4849,Hamza Hassan,1-2 Years,18-25,Home Office,United States,Chicago,Illinois,60601.0,Central,Online,Credit Card,No,TEC-MA-3004,Technology,Machines,Document Scanner,3191.55,5,0.4,-2.53
166,CA-2024-100165,2024-10-21,2024-10-23,Same Day,High,CUST-8519,Ahmed Butt,5+ Years,26-35,Home Office,United States,Philadelphia,Pennsylvania,19104.0,East,Online,Bank Transfer,No,OFF-LA-2005,Office Supplies,Labels,Address Labels,55.52,5,0.0,4.7
167,CA-2025-100166,2025-02-02,2025-02-04,Standard Class,Medium,CUST-5195,Hassaan Chaudhry,New,26-35,Consumer,United States,Philadelphia,Pennsylvania,19104.0,East,Corporate Portal,Credit Card,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,1476.05,4,0.15,40.26
168,CA-2025-100167,2025-08-12,2025-08-17,First Class,High,CUST-6178,Mariam Siddiqui,1-2 Years,46-60,Home Office,United States,Portland,Oregon,97201.0,West,Retail Store,Credit Card,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,469.17,1,0.2,-24.12
169,CA-2024-100168,2024-02-07,2024-02-11,First Class,High,CUST-3555,Noor Azeem,3-5 Years,46-60,Home Office,United States,Minneapolis,Minnesota,55401.0,Central,Retail Store,PayPal,No,OFF-AR-2004,Office Supplies,Art,Marker Set,38.46,5,0.2,2.55
170,CA-2023-100169,2023-05-27,2023-05-30,Standard Class,Medium,CUST-3305,Danish Rauf,1-2 Years,60+,Consumer,United States,Charlotte,North Carolina,28201.0,South,Corporate Portal,PayPal,No,FUR-FU-1004,Furniture,Furnishings,Desk Lamp,55.63,6,0.05,0.97
171,CA-2025-100170,2025-05-13,2025-05-14,Same Day,Medium,CUST-8619,Danish Rauf,1-2 Years,46-60,Home Office,United States,Nashville,Tennessee,37201.0,South,Online,PayPal,No,FUR-BO-1003,Furniture,Bookcases,Wooden Bookcase,2907.62,11,0.15,196.37
172,CA-2024-100171,2024-05-03,2024-05-04,Second Class,High,CUST-3642,Mariam Nawaz,New,18-25,Consumer,United States,San Francisco,California,94102.0,West,Online,PayPal,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,9.59,1,0.25,0.58
173,CA-2025-100172,2025-07-17,2025-07-24,Second Class,Medium,CUST-7409,Danish Siddiqui,1-2 Years,46-60,Consumer,United States,New York City,New York,10001.0,East,Online,Bank Transfer,No,OFF-LA-2005,Office Supplies,Labels,Address Labels,40.28,6,0.0,9.25
174,CA-2024-100173,2024-07-04,2024-07-06,Second Class,Low,CUST-5757,Mariam Nawaz,New,26-35,Consumer,United States,Richmond,Virginia,,South,Retail Store,Bank Transfer,No,TEC-PR-3005,Technology,Printers,Inkjet Printer,99.54,4,0.1,19.93
175,CA-2023-100174,2023-12-04,2023-12-07,Standard Class,Medium,CUST-3994,Mariam Qureshi,5+ Years,46-60,Consumer,United States,New York City,New York,10001.0,East,Retail Store,PayPal,No,OFF-AR-2004,Office Supplies,Art,Marker Set,23.8,3,0.0,3.46
176,CA-2025-100175,2025-05-21,2025-05-23,Standard Class,High,CUST-9751,Hassaan Attari,3-5 Years,18-25,Consumer,United States,St. Louis,Missouri,,Central,Online,Credit Card,Yes,FUR-TA-1002,Furniture,Tables,Executive Conference Table,678.09,1,0.05,-93.32
177,CA-2024-100176,2024-10-02,2024-10-05,Standard Class,Low,CUST-2271,Noor Khan,3-5 Years,46-60,Home Office,United States,Atlanta,Georgia,30301.0,South,Online,Credit Card,No,OFF-PA-2001,Office Supplies,Paper,Premium Copy Paper,93.55,3,0.05,-1.17
178,CA-2024-100177,2024-04-17,2024-04-18,Second Class,Low,CUST-2813,Mariam Qureshi,1-2 Years,26-35,Consumer,United States,St. Louis,Missouri,63101.0,Central,Online,Cash on Delivery,No,TEC-MA-3004,Technology,Machines,Document Scanner,1391.64,3,0.2,304.89
179,CA-2023-100178,2023-05-31,2023-06-04,Same Day,High,CUST-9801,Fatima Rana,New,26-35,Corporate,United States,Richmond,Virginia,23219.0,South,Retail Store,Credit Card,No,TEC-CO-3003,Technology,Copiers,Laser Copier,1135.24,2,0.0,153.87
180,CA-2023-100179,2023-09-20,2023-09-21,Second Class,High,CUST-3461,Noor Iqbal,New,18-25,Home Office,United States,Newark,New Jersey,7102.0,East,Online,Credit Card,No,FUR-CH-1001,Furniture,Chairs,Ergonomic Office Chair,169.03,6,0.1,7.65
181,CA-2023-100180,2023-05-24,2023-05-30,First Class,Medium,CUST-5120,Faraha Khan,New,18-25,Corporate,United States,Miami,Florida,33101.0,South,Online,Bank Transfer,No,OFF-BI-2002,Office Supplies,Binders,Heavy Duty Binder,163.25,5,0.1,18.86
182,CA-2023-100181,2023-12-12,2023-12-14,Standard Class,Medium,CUST-7124,Fatima Rana,1-2 Years,26-35,Consumer,United States,Miami,Florida,33101.0,South,Online,PayPal,No,FUR-FU-1004,Furniture,Furnishings,Desk Lamp,291.88,4,0.1,6.81
